"NFT_ID","Issuer","Taxon","Serial","Name","URI","CID","Owner","Description","Image","Image CID","Compiler","Schema","NftType","License","Attribute Uga Base","Attribute Tattoo","Attribute Head","Attribute Chest","Attribute Mouth","Attribute Nose","Attribute Eyes","Attribute Consular","Attribute Consular "
"00081388C545AA833857B145D4246271C0A22ECCF82FE189C3B7FF2405841ABA","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543674","Consular 63","ipfs://QmZuFobWDRkHXvuE3rxMokTiA14NkCQykywp4SDiMKTzQi","QmZuFobWDRkHXvuE3rxMokTiA14NkCQykywp4SDiMKTzQi","rQQoStaHv5rTS2KMtmeTKL4ZQutJYZLy9","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmYD5G2jCpRYn4aKsLXnzQZ4vwaxn6eR4KLzMytfVfNDiR","QmYD5G2jCpRYn4aKsLXnzQZ4vwaxn6eR4KLzMytfVfNDiR","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189ACD22C2505841AB9","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543673","Consular 62","ipfs://QmSTGW3Ya6p4UxHq5cBaernu7ZjQZbaP1tUM6T3P7fvAcC","QmSTGW3Ya6p4UxHq5cBaernu7ZjQZbaP1tUM6T3P7fvAcC","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmTe7QkHvHbisvjB8GD5b9WcYoCfskYtt1Ti7kSWuodAAL","QmTe7QkHvHbisvjB8GD5b9WcYoCfskYtt1Ti7kSWuodAAL","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE18995EC5C5A05841AB8","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92543672","Gnostic Elder Ugakin Skywalker","ipfs://QmY8rDsKfmMdNbndzLee9QDFxeUSuvWX1mhZSmdKWY7kKD","QmY8rDsKfmMdNbndzLee9QDFxeUSuvWX1mhZSmdKWY7kKD","rXVyXXZR25qWQUo5367fGS33WCkjGQ3qd","The Gnostic Elder Uga represents the ultimate transformation—from primal instinct to awakened mastery, from Grug-like simplicity to mystical enlightenment. Rooted in classic meme culture, yet infused with the archetypal wisdom of Elder Wojak, this legendary 1/1 embodies the fusion of ancient memetics and modern transcendence.","ipfs://Qmad4XtoLdpbCy4L8BBmThf3snwtLzCsrwxcwgQZNVKCNA","Qmad4XtoLdpbCy4L8BBmThf3snwtLzCsrwxcwgQZNVKCNA","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1897F068A2305841AB7","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543671","Consular 61","ipfs://QmYkTvkFfguDpqMkxzs2C2C8VpALdK1sgGdVNaeS4idaFN","QmYkTvkFfguDpqMkxzs2C2C8VpALdK1sgGdVNaeS4idaFN","rns5EgHhqJi7YBpNMXTWChzcdiYRVPCiXa","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmVcCqZXA3iYU2EZDrgd3AagbgC75Mneorg97JNF1NT6EH","QmVcCqZXA3iYU2EZDrgd3AagbgC75Mneorg97JNF1NT6EH","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1896820BB2005841AB6","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543670","Consular 60","ipfs://QmSRs6B8JugdwqvK4sz2mgPGkoeYDF6gUSVDzSYyTNd1be","QmSRs6B8JugdwqvK4sz2mgPGkoeYDF6gUSVDzSYyTNd1be","rM2D58H4ESC6efWPZ5jDehU5CvMmBuURfW","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmRenVRMKkVDwqqWdzesuCJf1642uGk7ySej3sGhrqe19o","QmRenVRMKkVDwqqWdzesuCJf1642uGk7ySej3sGhrqe19o","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189513AE95905841AB5","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92543669","Gnostic Elder BersUga","ipfs://QmUReeJ7g2zRLdqCQzswh5MDUN9sb8SKWzqV8atXakiD8T","QmUReeJ7g2zRLdqCQzswh5MDUN9sb8SKWzqV8atXakiD8T","rM2D58H4ESC6efWPZ5jDehU5CvMmBuURfW","The Gnostic Elder Uga represents the ultimate transformation—from primal instinct to awakened mastery, from Grug-like simplicity to mystical enlightenment. Rooted in classic meme culture, yet infused with the archetypal wisdom of Elder Wojak, this legendary 1/1 embodies the fusion of ancient memetics and modern transcendence.","ipfs://QmaA9ye2dWvm2LdAeBgXpEeDMAiTtXW9VdJNxD4jbMN3H3","QmaA9ye2dWvm2LdAeBgXpEeDMAiTtXW9VdJNxD4jbMN3H3","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1893A55193E05841AB4","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543668","Consular 59","ipfs://QmQCw1iNhqA3Kzw1wahAC34PMyfn1aDywYTBRwVL43MdXZ","QmQCw1iNhqA3Kzw1wahAC34PMyfn1aDywYTBRwVL43MdXZ","r4Tcp4hgy3CmRFAwHTDQqHR5h9o4rsTy33","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines.","ipfs://QmaEG6hvw4XDMxtTSgNVyS8H7Qu3dpTXAmBj55N8MjjPxb","QmaEG6hvw4XDMxtTSgNVyS8H7Qu3dpTXAmBj55N8MjjPxb","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189236F474705841AB3","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92543667","Gnostic Elder Dr Ugathan","ipfs://QmNVT9nKiv3Ya43T1kNBw9Mntx2o1Yt1oe4X2JUuD5Mqv8","QmNVT9nKiv3Ya43T1kNBw9Mntx2o1Yt1oe4X2JUuD5Mqv8","r4Tcp4hgy3CmRFAwHTDQqHR5h9o4rsTy33","The Gnostic Elder Uga represents the ultimate transformation—from primal instinct to awakened mastery, from Grug-like simplicity to mystical enlightenment. Rooted in classic meme culture, yet infused with the archetypal wisdom of Elder Wojak, this legendary 1/1 embodies the fusion of ancient memetics and modern transcendence.","ipfs://QmVJMbe88SozQA2Zpowdtink59je2xudziS4vtZrwhRcbL","QmVJMbe88SozQA2Zpowdtink59je2xudziS4vtZrwhRcbL","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1890C89773C05841AB2","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543666","Consular 58","ipfs://QmQCcKuN4v3yX9Mod5zmhE1SumdgHoApFvDWehijsh6gvi","QmQCcKuN4v3yX9Mod5zmhE1SumdgHoApFvDWehijsh6gvi","rLmxSZq3ttFhWZKUkg5vQraYwqS7vE52wF","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://Qma6ykv73dRvLa6ZwM7PRFf6f3mrmsgrGinJP2u5SRVF2f","Qma6ykv73dRvLa6ZwM7PRFf6f3mrmsgrGinJP2u5SRVF2f","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189F5A3A43D05841AB1","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543665","Consular 57","ipfs://QmSWnhBdf996dWMJMerrnykFRDjJNv3zx1nfEFvv2Ge2LA","QmSWnhBdf996dWMJMerrnykFRDjJNv3zx1nfEFvv2Ge2LA","rMnJq2uKkmTivTTW2ShixmDa1i8FYzHx9G","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmdsW9f9wMrWjiVMWxFWozsfsTo4SrA7AwjaTNLw5kHVqY","QmdsW9f9wMrWjiVMWxFWozsfsTo4SrA7AwjaTNLw5kHVqY","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189DEBDD74305841AB0","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","776","92543664","SOG 30","ipfs://QmZnBJmbKMgkBzc7zRVWLXMhNTpiBE8CEfhdMFM6W5z5Gt","QmZnBJmbKMgkBzc7zRVWLXMhNTpiBE8CEfhdMFM6W5z5Gt","rPw9aMMm325PGMyYnYy5FdJszMVHmKHqj2","The Secret Order of Gnosis is an exclusive, mystic collection embodying the pinnacle of Uga Labz wisdom and esoteric power. Minted on an unscheduled basis, each piece within this collection represents the guardians of the deepest secrets of the brethren and the bearers of Uga’s eternal truth. These NFTs are more than art; they are conduits of enlightenment, unlocking hidden knowledge and granting holders access to daily [redacted] token airdrops a token imbued with the essence of Uga’s cosmic wisdom. Only the chosen will ascend to the Secret Order, becoming part of the eternal roar that shapes the jungle and transcends the simulacrum.","ipfs://QmPXCXz6tVSmEpCGMzahbTbxTtDRM3xU5RdaeUuw1uKhZF","QmPXCXz6tVSmEpCGMzahbTbxTtDRM3xU5RdaeUuw1uKhZF","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189C7D8034305841AAF","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92543663","Gnostic Elder Rad Uga ","ipfs://QmRjwcUcNyVea8URok2fXxRQ2Ra2P4TgDh4hixAK1PH1xn","QmRjwcUcNyVea8URok2fXxRQ2Ra2P4TgDh4hixAK1PH1xn","r9ocQRuUCVoTTy5jP3LE3c7DGHarhJbbqi","The Gnostic Elder Uga represents the ultimate transformation—from primal instinct to awakened mastery, from Grug-like simplicity to mystical enlightenment. Rooted in classic meme culture, yet infused with the archetypal wisdom of Elder Wojak, this legendary 1/1 embodies the fusion of ancient memetics and modern transcendence.","ipfs://QmZbCvxF2irw3iPjxbGcHcvHTCRP1Vi5xWMEt1QvvgpGYL","QmZbCvxF2irw3iPjxbGcHcvHTCRP1Vi5xWMEt1QvvgpGYL","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE189B0F2333805841AAE","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","369","92543662","Consular 56","ipfs://QmXpA9Wubpx42MfTmm4aBDe747y3jAoZyHjL6QZ5kcosuj","QmXpA9Wubpx42MfTmm4aBDe747y3jAoZyHjL6QZ5kcosuj","rELk8h69xTsg9Vy5P4HFcX5pkM3rPtnCeh","The Council of 81 holds the sacred keys to the jungle’s most profound mysteries. These chosen few are the guardians of the jungle’s highest truths, climbing the 33 degrees of the Uga Brethren to ascend into the Secret Order of Gnosis. Each 1-of-1 Uga in this exclusive collection represents a unique embodiment of primal wisdom, esoteric knowledge, and cosmic alignment. These are not merely NFTs, they are relics of power, symbols of ascension, and gateways to a deeper understanding of the vines. Airdropped to the Council Members","ipfs://QmX3Tubyw7fnUf4kB3XMFBdWNmnxtDqPUpdEEHKFwTjxej","QmX3Tubyw7fnUf4kB3XMFBdWNmnxtDqPUpdEEHKFwTjxej","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","Diplomacy",""
"00081388C545AA833857B145D4246271C0A22ECCF82FE1899A0C614105841AAD","rJzn2G1VoBFynqy9A8iRTJnbSt2bf6PPb9","9","92543661","Gnostic Elder King Uga","ipfs://QmTQZXuXUXX5Ty4gFXk67CzevkXJoM5YM987BCvs86q2Tx","QmTQZXuXUXX5Ty4gFXk67CzevkXJoM5YM987BCvs86q2Tx","rELk8h69xTsg9Vy5P4HFcX5pkM3rPtnCeh","The Gnostic Elder Uga represents the ultimate transformation—from primal instinct to awakened mastery, from Grug-like simplicity to mystical enlightenment. Rooted in classic meme culture, yet infused with the archetypal wisdom of Elder Wojak, this legendary 1/1 embodies the fusion of ancient memetics and modern transcendence.","ipfs://QmTfVYAmbjJjNW2YokXLKcy8tfkjrCfboaqtF6UqetMY6n","QmTfVYAmbjJjNW2YokXLKcy8tfkjrCfboaqtF6UqetMY6n","","ipfs://bafkreidtjf2ihiwtptiyadjfmesplo555iy2jdcwhfr6hkenr2z3fvxn2y","art.v0","None","","","","","","","","",""
